¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),¿œ∞≠ºˆ∑Æ(mm),∆Ú±’ «≥º”(m/s),∆Ú±’ ªÛ¥ÎΩ¿µµ(%),¿œ √÷Ω…Ω≈¿˚º≥(cm),∆Ú±’ ¿¸øÓ∑Æ(1/10),æ»∞≥ ∞Ëº”Ω√∞£(hr),¿œ πÃºº∏’¡ˆ ≥Ûµµ(ß∂/ß©)
169,»ÊªÍµµ,2016-07-23,21.4,26.4,,9.5,98.9,,4.0,,16.0
169,»ÊªÍµµ,2016-07-24,22.3,28.3,,5.5,99.0,,7.6,3.42,18.0
169,»ÊªÍµµ,2016-07-25,23.6,29.3,,3.6,99.0,,7.1,10.82,15.0
169,»ÊªÍµµ,2016-07-26,23.0,30.3,,4.5,99.0,,6.5,9.38,15.0
169,»ÊªÍµµ,2016-07-27,23.1,28.7,9.2,7.4,99.0,,9.0,10.2,
169,»ÊªÍµµ,2016-07-28,23.4,29.3,,3.7,99.0,,7.0,10.17,51.0
169,»ÊªÍµµ,2016-07-29,23.9,29.4,,6.7,99.0,,8.3,10.87,21.0
169,»ÊªÍµµ,2016-07-30,23.9,30.5,,3.7,99.0,,4.9,5.57,18.0
169,»ÊªÍµµ,2016-07-31,23.5,30.8,,1.4,98.5,,3.5,2.73,14.0
169,»ÊªÍµµ,2016-08-01,24.2,29.9,,1.2,97.8,,1.6,,11.0
169,»ÊªÍµµ,2016-08-02,23.4,28.0,0.1,1.6,99.0,,6.1,,16.0
169,»ÊªÍµµ,2016-08-03,23.1,28.3,0.0,1.9,98.8,,6.8,,
169,»ÊªÍµµ,2016-08-04,23.1,30.3,,3.0,97.9,,3.1,,26.0
169,»ÊªÍµµ,2016-08-05,24.3,30.8,,2.3,95.0,,0.0,,23.0
169,»ÊªÍµµ,2016-08-06,23.7,30.2,,1.7,93.4,,0.0,,24.0
169,»ÊªÍµµ,2016-08-07,23.4,30.5,,1.9,97.6,,0.3,1.17,25.0
169,»ÊªÍµµ,2016-08-08,23.6,30.5,,2.3,97.6,,2.0,1.5,23.0
169,»ÊªÍµµ,2016-08-09,23.9,31.6,,2.4,97.5,,1.8,,35.0
169,»ÊªÍµµ,2016-08-10,23.9,30.9,,1.9,95.9,,0.0,,26.0
169,»ÊªÍµµ,2016-08-11,24.9,30.4,,3.0,93.4,,0.0,,22.0
169,»ÊªÍµµ,2016-08-12,24.8,31.1,,2.6,97.8,,0.1,,23.0
169,»ÊªÍµµ,2016-08-13,24.9,31.3,,1.4,97.3,,1.0,,21.0
169,»ÊªÍµµ,2016-08-14,25.9,31.1,,1.6,97.4,,3.1,,21.0
169,»ÊªÍµµ,2016-08-15,25.5,30.4,,2.5,98.8,,4.5,,25.0
169,»ÊªÍµµ,2016-08-16,23.4,29.9,,4.4,92.6,,2.1,,24.0
169,»ÊªÍµµ,2016-08-17,23.2,29.9,,1.5,94.3,,1.6,,25.0
169,»ÊªÍµµ,2016-08-18,23.3,31.4,,3.4,94.5,,2.8,,21.0
169,»ÊªÍµµ,2016-08-19,23.1,31.0,,3.3,96.4,,3.6,,17.0
169,»ÊªÍµµ,2016-08-20,23.6,31.3,,3.1,95.3,,1.9,,19.0
169,»ÊªÍµµ,2016-08-21,23.1,31.2,,2.5,94.5,,2.8,,26.0
169,»ÊªÍµµ,2016-08-22,23.6,31.1,,3.7,97.3,,2.3,0.33,24.0
169,»ÊªÍµµ,2016-08-23,23.1,30.4,,1.5,95.4,,2.4,,19.0
169,»ÊªÍµµ,2016-08-24,22.6,30.8,,1.3,91.0,,1.6,,19.0
169,»ÊªÍµµ,2016-08-25,23.9,29.4,,1.4,92.4,,1.0,,19.0
169,»ÊªÍµµ,2016-08-26,20.9,28.4,1.8,3.1,97.1,,7.5,,16.0
169,»ÊªÍµµ,2016-08-27,19.3,21.7,30.9,3.2,99.0,,9.8,,11.0
169,»ÊªÍµµ,2016-08-28,17.5,23.8,8.5,6.4,95.0,,4.1,,12.0
169,»ÊªÍµµ,2016-08-29,19.9,25.0,,7.2,87.1,,0.0,,16.0
169,»ÊªÍµµ,2016-08-30,20.8,25.1,,6.8,85.4,,3.1,,35.0
169,»ÊªÍµµ,2016-08-31,20.9,27.6,0.0,6.0,80.6,,1.8,,51.0
169,»ÊªÍµµ,2016-09-01,20.9,28.3,,7.3,93.9,,3.6,,44.0
169,»ÊªÍµµ,2016-09-02,19.7,25.1,,5.5,98.3,,4.5,,17.0
169,»ÊªÍµµ,2016-09-03,19.4,26.4,,2.1,96.4,,0.0,,8.0
169,»ÊªÍµµ,2016-09-04,20.4,26.9,,3.3,98.5,,5.0,,15.0
169,»ÊªÍµµ,2016-09-05,21.0,26.4,,3.2,98.3,,2.8,,
169,»ÊªÍµµ,2016-09-06,19.8,23.5,,1.6,99.0,,8.8,7.5,37.0
169,»ÊªÍµµ,2016-09-07,20.3,23.6,0.0,2.0,98.3,,9.0,9.5,37.0
169,»ÊªÍµµ,2016-09-08,19.5,27.5,,2.4,96.6,,2.1,,29.0
169,»ÊªÍµµ,2016-09-09,20.2,26.6,,3.5,97.3,,2.0,,33.0
169,»ÊªÍµµ,2016-09-10,19.7,26.0,,1.6,97.3,,4.3,,23.0
169,»ÊªÍµµ,2016-09-11,19.6,26.7,0.0,1.8,95.3,,5.8,,23.0
169,»ÊªÍµµ,2016-09-12,20.7,26.8,0.0,1.9,94.8,,3.4,,22.0
169,»ÊªÍµµ,2016-09-13,20.9,28.0,,2.0,97.0,,3.4,,35.0
169,»ÊªÍµµ,2016-09-14,20.3,27.2,,1.6,96.9,,7.5,,31.0
169,»ÊªÍµµ,2016-09-15,20.6,25.7,,2.1,95.8,,8.0,,29.0
169,»ÊªÍµµ,2016-09-16,19.1,22.6,25.5,4.0,98.9,,10.0,,21.0
169,»ÊªÍµµ,2016-09-17,18.1,23.4,136.1,7.3,99.0,,10.0,5.42,
169,»ÊªÍµµ,2016-09-18,19.0,20.5,12.7,6.0,99.0,,10.0,10.07,
169,»ÊªÍµµ,2016-09-19,18.3,22.8,,6.4,97.6,,6.4,,16.0
169,»ÊªÍµµ,2016-09-20,16.4,21.4,,6.2,88.3,,0.9,,16.0
169,»ÊªÍµµ,2016-09-21,16.8,23.7,,2.0,90.0,,6.1,,25.0
169,»ÊªÍµµ,2016-09-22,17.0,23.2,,2.2,85.4,,2.3,,25.0
169,»ÊªÍµµ,2016-09-23,16.8,22.7,,1.9,96.0,,3.1,,25.0
169,»ÊªÍµµ,2016-09-24,17.5,23.8,,1.7,94.9,,2.3,,26.0
169,»ÊªÍµµ,2016-09-25,18.8,24.2,,2.2,98.8,,7.4,,35.0
169,»ÊªÍµµ,2016-09-26,20.0,26.2,0.0,2.3,98.4,,7.9,,38.0
169,»ÊªÍµµ,2016-09-27,21.0,27.8,0.0,3.9,98.1,,8.0,0.3,
169,»ÊªÍµµ,2016-09-28,18.0,21.4,1.6,7.6,98.9,,9.3,,18.0
169,»ÊªÍµµ,2016-09-29,18.2,21.3,0.5,3.6,99.0,,10.0,1.0,27.0
169,»ÊªÍµµ,2016-09-30,17.5,19.2,24.9,4.0,99.0,,10.0,,10.0
169,»ÊªÍµµ,2016-10-01,18.2,22.2,10.5,3.6,99.0,,10.0,1.48,10.0
169,»ÊªÍµµ,2016-10-02,19.8,23.3,4.1,8.6,99.0,,9.8,4.17,16.0
169,»ÊªÍµµ,2016-10-03,18.8,23.5,3.6,5.0,99.0,,8.9,4.17,9.0
169,»ÊªÍµµ,2016-10-04,19.0,23.6,2.7,5.1,98.5,,6.5,,24.0
169,»ÊªÍµµ,2016-10-05,18.6,23.2,12.4,8.1,98.8,,4.0,,29.0
169,»ÊªÍµµ,2016-10-06,17.1,20.9,,7.9,90.1,,0.6,,24.0
169,»ÊªÍµµ,2016-10-07,17.7,19.6,18.0,4.2,98.8,,8.8,,21.0
169,»ÊªÍµµ,2016-10-08,15.4,20.2,19.7,8.8,90.6,,7.8,3.58,19.0
169,»ÊªÍµµ,2016-10-09,13.3,16.2,,12.0,74.1,,2.0,,22.0
169,»ÊªÍµµ,2016-10-10,14.1,16.6,,6.6,71.8,,7.1,,18.0
169,»ÊªÍµµ,2016-10-11,14.6,18.3,,4.1,86.0,,8.4,,18.0
169,»ÊªÍµµ,2016-10-12,15.2,20.1,,7.2,82.6,,6.6,,29.0
169,»ÊªÍµµ,2016-10-13,15.5,17.8,,4.5,75.4,,9.9,,21.0
169,»ÊªÍµµ,2016-10-14,15.7,20.1,,3.9,87.9,,2.1,,38.0
169,»ÊªÍµµ,2016-10-15,16.1,21.8,,2.5,93.4,,5.6,,54.0
169,»ÊªÍµµ,2016-10-16,16.5,18.6,23.8,3.1,98.9,,9.1,5.13,21.0
169,»ÊªÍµµ,2016-10-17,16.3,19.9,0.2,4.8,99.0,,4.6,,22.0
169,»ÊªÍµµ,2016-10-18,14.3,20.0,,4.5,97.4,,4.6,,31.0
169,»ÊªÍµµ,2016-10-19,14.7,20.2,,2.3,98.4,,7.3,,
169,»ÊªÍµµ,2016-10-20,14.5,18.2,,3.9,98.3,,9.1,,
169,»ÊªÍµµ,2016-10-21,16.4,17.8,4.1,4.6,98.8,,10.0,,38.0
169,»ÊªÍµµ,2016-10-22,15.3,18.7,1.5,3.8,98.3,,8.8,,25.0
169,»ÊªÍµµ,2016-10-23,15.4,21.1,0.0,2.8,96.5,,9.3,,26.0
169,»ÊªÍµµ,2016-10-24,14.0,17.0,1.6,6.4,98.9,,10.0,,16.0
169,»ÊªÍµµ,2016-10-25,14.5,20.2,14.4,8.4,97.5,,6.6,,17.0
169,»ÊªÍµµ,2016-10-26,14.6,18.7,0.0,6.2,93.8,,7.3,,27.0
169,»ÊªÍµµ,2016-10-27,15.8,17.5,0.0,5.1,93.9,,8.5,,38.0
169,»ÊªÍµµ,2016-10-28,13.3,17.0,11.4,9.3,94.3,,9.5,,22.0
169,»ÊªÍµµ,2016-10-29,10.4,13.5,,11.4,69.6,,8.4,,23.0
169,»ÊªÍµµ,2016-10-30,10.2,12.8,,6.5,65.3,,4.6,,17.0
169,»ÊªÍµµ,2016-10-31,9.2,15.7,0.2,5.5,81.0,,9.4,,16.0
169,»ÊªÍµµ,2016-11-01,7.3,9.2,,10.1,71.4,,7.9,,18.0
169,»ÊªÍµµ,2016-11-02,7.7,11.4,,3.8,76.9,,4.8,,19.0
169,»ÊªÍµµ,2016-11-03,9.7,15.0,0.0,3.1,76.6,,3.0,,47.0
169,»ÊªÍµµ,2016-11-04,10.6,18.6,,4.6,89.3,,2.3,,40.0
169,»ÊªÍµµ,2016-11-05,13.6,20.1,,2.7,94.3,,2.3,,33.0
169,»ÊªÍµµ,2016-11-06,13.9,19.2,,2.2,97.1,,3.5,2.38,38.0
169,»ÊªÍµµ,2016-11-07,11.1,17.9,2.9,6.1,97.4,,8.3,,30.0
169,»ÊªÍµµ,2016-11-08,7.7,11.3,4.0,12.5,85.5,,8.1,,32.0
169,»ÊªÍµµ,2016-11-09,6.3,9.4,,9.0,69.1,,6.6,,19.0
169,»ÊªÍµµ,2016-11-10,8.0,10.9,10.0,2.7,83.4,,7.5,,
169,»ÊªÍµµ,2016-11-11,9.3,15.3,0.0,3.8,77.9,,1.8,,57.0
169,»ÊªÍµµ,2016-11-12,12.0,18.3,,5.9,95.4,,2.8,,48.0
169,»ÊªÍµµ,2016-11-13,13.7,18.0,5.8,6.2,98.5,,9.5,,34.0
169,»ÊªÍµµ,2016-11-14,12.7,15.6,10.6,5.8,99.0,,9.8,5.48,12.0
169,»ÊªÍµµ,2016-11-15,8.3,13.1,,11.2,79.4,,2.9,,35.0
169,»ÊªÍµµ,2016-11-16,8.2,12.3,,5.4,79.3,,0.9,,24.0
169,»ÊªÍµµ,2016-11-17,11.1,15.9,,3.7,74.1,,3.8,,60.0
169,»ÊªÍµµ,2016-11-18,11.8,14.6,12.5,3.3,98.3,,8.4,1.75,43.0
169,»ÊªÍµµ,2016-11-19,13.9,17.4,0.1,2.4,99.0,,9.8,6.33,13.0
169,»ÊªÍµµ,2016-11-20,10.6,14.0,0.0,6.8,87.5,,2.5,0.83,28.0
169,»ÊªÍµµ,2016-11-21,11.5,14.9,0.2,4.5,97.8,,9.4,,33.0
169,»ÊªÍµµ,2016-11-22,5.1,11.7,0.0,13.2,86.0,,9.9,,25.0
169,»ÊªÍµµ,2016-11-23,4.7,7.2,0.0,11.9,73.9,,9.3,,15.0
169,»ÊªÍµµ,2016-11-24,3.4,8.3,0.1,8.2,75.6,,6.5,,14.0
169,»ÊªÍµµ,2016-11-25,5.9,11.1,0.0,4.2,69.4,,6.4,,21.0
169,»ÊªÍµµ,2016-11-26,5.3,8.5,5.6,2.8,82.8,,8.0,,17.0
169,»ÊªÍµµ,2016-11-27,7.0,12.3,,5.8,80.0,,5.0,,56.0
169,»ÊªÍµµ,2016-11-28,6.0,9.4,,9.7,71.6,,7.0,,36.0
169,»ÊªÍµµ,2016-11-29,6.2,9.2,,6.8,73.5,,2.6,,13.0
169,»ÊªÍµµ,2016-11-30,6.5,13.1,1.2,2.4,88.0,,6.9,,16.0
169,»ÊªÍµµ,2016-12-01,6.3,11.5,,8.9,70.0,,3.6,,41.0
169,»ÊªÍµµ,2016-12-02,5.9,11.1,,6.1,71.6,,1.6,,13.0
169,»ÊªÍµµ,2016-12-03,5.8,10.6,,3.7,89.8,,3.4,,17.0
169,»ÊªÍµµ,2016-12-04,6.8,12.8,0.0,2.4,95.6,,7.1,,33.0
169,»ÊªÍµµ,2016-12-05,7.1,13.8,0.0,5.7,91.9,,4.1,,105.0
169,»ÊªÍµµ,2016-12-06,2.9,7.4,,7.9,72.8,,5.0,,20.0
169,»ÊªÍµµ,2016-12-07,2.9,12.3,,3.9,77.3,,4.6,,45.0
169,»ÊªÍµµ,2016-12-08,6.2,12.7,,3.2,84.5,,3.9,,46.0
169,»ÊªÍµµ,2016-12-09,4.5,11.3,0.0,9.7,76.1,,6.0,,41.0
169,»ÊªÍµµ,2016-12-10,4.2,8.6,,7.7,72.6,,3.5,,13.0
169,»ÊªÍµµ,2016-12-11,3.9,7.8,,6.1,65.1,,4.0,,13.0
169,»ÊªÍµµ,2016-12-12,6.1,12.5,0.3,3.7,91.9,,7.0,,14.0
169,»ÊªÍµµ,2016-12-13,5.3,10.5,,9.0,86.8,,8.9,,22.0
169,»ÊªÍµµ,2016-12-14,3.0,5.5,,12.9,70.5,,8.5,,24.0
169,»ÊªÍµµ,2016-12-15,1.1,4.0,0.0,11.1,79.5,,8.0,,17.0
169,»ÊªÍµµ,2016-12-16,1.3,5.2,0.0,7.9,66.6,,7.5,,18.0
169,»ÊªÍµµ,2016-12-17,3.4,11.5,,2.7,78.1,,4.3,,17.0
169,»ÊªÍµµ,2016-12-18,6.4,13.7,0.9,4.9,93.3,,7.5,,12.0
169,»ÊªÍµµ,2016-12-19,8.1,14.2,5.5,3.1,99.0,,8.1,1.88,17.0
169,»ÊªÍµµ,2016-12-20,7.6,12.4,,5.4,93.1,,4.9,0.75,25.0
169,»ÊªÍµµ,2016-12-21,7.9,16.1,31.5,7.7,99.0,,8.4,3.45,23.0
169,»ÊªÍµµ,2016-12-22,5.1,15.3,0.0,6.7,93.3,,9.9,,21.0
169,»ÊªÍµµ,2016-12-23,1.9,5.4,0.8,9.4,86.3,,8.9,,23.0
169,»ÊªÍµµ,2016-12-24,3.4,6.1,,6.6,80.9,,8.9,,22.0
169,»ÊªÍµµ,2016-12-25,2.6,8.1,0.0,3.1,88.3,,6.4,,30.0
169,»ÊªÍµµ,2016-12-26,5.4,7.6,8.5,7.5,97.8,,10.0,,17.0
169,»ÊªÍµµ,2016-12-27,1.2,6.0,0.0,13.4,79.4,,8.9,,25.0
169,»ÊªÍµµ,2016-12-28,1.3,5.8,,6.9,72.8,,5.6,,14.0
169,»ÊªÍµµ,2016-12-29,1.5,4.5,0.0,9.2,72.9,,7.9,,22.0
169,»ÊªÍµµ,2016-12-30,1.6,5.4,,4.0,77.0,,4.9,,14.0
169,»ÊªÍµµ,2016-12-31,2.4,8.8,,1.7,79.4,,3.8,,16.0
169,»ÊªÍµµ,2017-01-01,5.4,11.8,0.0,2.1,82.9,,2.9,,24.0
169,»ÊªÍµµ,2017-01-02,6.3,12.7,0.0,3.0,96.4,,5.4,,34.0
169,»ÊªÍµµ,2017-01-03,4.6,9.1,,3.6,82.3,,0.3,,65.0
169,»ÊªÍµµ,2017-01-04,5.7,11.2,,2.9,94.5,,4.8,,78.0
169,»ÊªÍµµ,2017-01-05,6.0,8.0,0.0,4.8,79.5,,9.3,,33.0
169,»ÊªÍµµ,2017-01-06,6.2,10.3,2.0,3.1,91.4,,6.5,,16.0
169,»ÊªÍµµ,2017-01-07,6.0,9.5,1.8,3.7,92.4,,8.3,,19.0
169,»ÊªÍµµ,2017-01-08,6.5,9.4,1.0,5.9,96.4,,9.0,,27.0
169,»ÊªÍµµ,2017-01-09,3.0,7.2,0.0,9.5,79.6,,8.0,,30.0
169,»ÊªÍµµ,2017-01-10,1.5,6.7,0.0,8.2,71.9,,7.6,,18.0
169,»ÊªÍµµ,2017-01-11,1.1,4.6,0.0,6.3,64.3,,6.4,,17.0
169,»ÊªÍµµ,2017-01-12,2.9,7.5,0.2,3.9,77.1,,7.1,,44.0
169,»ÊªÍµµ,2017-01-13,0.6,8.2,0.0,7.1,68.6,,5.4,,35.0
169,»ÊªÍµµ,2017-01-14,-0.7,1.9,0.4,11.6,82.8,,8.5,,23.0
169,»ÊªÍµµ,2017-01-15,-0.6,3.2,,9.1,66.8,,6.8,,16.0
169,»ÊªÍµµ,2017-01-16,1.0,5.4,,6.4,65.6,,6.6,,13.0
169,»ÊªÍµµ,2017-01-17,1.2,7.2,,2.8,76.6,,6.1,,11.0
169,»ÊªÍµµ,2017-01-18,3.3,6.6,,5.3,77.4,,8.0,,55.0
169,»ÊªÍµµ,2017-01-19,2.1,6.6,0.6,4.7,78.1,,6.1,,45.0
169,»ÊªÍµµ,2017-01-20,-1.3,4.3,0.2,10.3,81.8,,9.3,,32.0
169,»ÊªÍµµ,2017-01-21,0.2,4.6,0.0,3.5,66.1,,8.1,,20.0
169,»ÊªÍµµ,2017-01-22,-2.4,3.1,0.4,10.4,76.8,,7.5,,24.0
169,»ÊªÍµµ,2017-01-23,-1.7,1.8,0.0,10.3,74.9,,7.8,,16.0
169,»ÊªÍµµ,2017-01-24,0.2,4.5,0.0,8.4,69.4,,6.5,,18.0
169,»ÊªÍµµ,2017-01-25,0.3,5.4,,5.6,69.9,,5.3,,15.0
169,»ÊªÍµµ,2017-01-26,0.7,9.6,,3.9,76.4,,2.0,,29.0
169,»ÊªÍµµ,2017-01-27,0.4,9.0,0.0,8.7,73.5,,5.1,,43.0
169,»ÊªÍµµ,2017-01-28,0.0,6.5,0.0,3.7,72.6,,3.9,,16.0
169,»ÊªÍµµ,2017-01-29,3.1,10.5,1.4,4.6,98.8,,9.9,0.5,22.0
169,»ÊªÍµµ,2017-01-30,-0.7,4.3,0.1,13.0,74.5,,8.3,,28.0
169,»ÊªÍµµ,2017-01-31,-0.5,3.8,,6.6,73.6,,7.8,,15.0
169,»ÊªÍµµ,2017-02-01,0.2,6.1,0.0,9.7,72.8,,5.4,,19.0
169,»ÊªÍµµ,2017-02-02,0.5,5.3,,6.3,77.4,,1.4,,18.0
169,»ÊªÍµµ,2017-02-03,1.8,7.7,,2.4,86.6,,5.6,,9.0
169,»ÊªÍµµ,2017-02-04,3.8,7.3,2.4,1.7,85.5,,9.3,4.75,25.0
169,»ÊªÍµµ,2017-02-05,4.3,7.6,0.2,5.2,91.0,,8.9,4.75,56.0
169,»ÊªÍµµ,2017-02-06,1.6,4.5,,11.6,74.6,,5.1,,29.0
169,»ÊªÍµµ,2017-02-07,1.7,6.8,,6.8,71.5,,5.9,,16.0
169,»ÊªÍµµ,2017-02-08,0.8,5.2,0.3,8.6,84.8,,9.8,,16.0
169,»ÊªÍµµ,2017-02-09,-2.4,2.4,0.1,11.8,80.9,0.1,8.3,,27.0
169,»ÊªÍµµ,2017-02-10,-2.7,1.2,2.7,10.6,90.1,1.7,7.5,,18.0
169,»ÊªÍµµ,2017-02-11,-2.4,3.0,0.5,8.7,80.3,1.0,8.4,,22.0
169,»ÊªÍµµ,2017-02-12,1.1,6.6,,4.6,64.6,,2.5,,18.0
169,»ÊªÍµµ,2017-02-13,0.3,9.8,,2.8,77.4,,0.9,,36.0
169,»ÊªÍµµ,2017-02-14,1.8,8.0,,5.9,73.0,,1.3,,34.0
169,»ÊªÍµµ,2017-02-15,1.3,11.7,,2.6,83.0,,0.3,,14.0
169,»ÊªÍµµ,2017-02-16,3.2,13.7,0.1,5.8,96.6,,7.3,,22.0
169,»ÊªÍµµ,2017-02-17,0.9,14.1,,10.5,79.8,,4.9,,36.0
169,»ÊªÍµµ,2017-02-18,0.4,5.2,,7.2,61.4,,3.0,,16.0
169,»ÊªÍµµ,2017-02-19,-0.2,12.9,0.0,9.7,80.6,,4.9,,35.0
169,»ÊªÍµµ,2017-02-20,0.0,13.0,0.5,14.0,84.5,,8.0,,42.0
169,»ÊªÍµµ,2017-02-21,-0.5,6.2,,6.5,72.3,,3.6,,30.0
169,»ÊªÍµµ,2017-02-22,3.4,10.0,20.0,9.2,97.5,,9.9,2.5,16.0
169,»ÊªÍµµ,2017-02-23,1.4,5.1,,13.7,70.8,,6.9,,32.0
169,»ÊªÍµµ,2017-02-24,1.6,7.0,,6.9,57.1,,2.6,,21.0
169,»ÊªÍµµ,2017-02-25,4.0,10.5,,2.8,76.8,,3.5,,59.0
169,»ÊªÍµµ,2017-02-26,3.6,9.6,,3.2,69.9,,3.8,,35.0
169,»ÊªÍµµ,2017-02-27,3.2,11.3,,4.8,60.5,,0.3,,15.0
169,»ÊªÍµµ,2017-02-28,3.2,13.1,,1.8,53.5,,2.1,,14.0
169,»ÊªÍµµ,2017-03-01,4.2,14.9,1.3,4.6,78.6,,6.4,,25.0
169,»ÊªÍµµ,2017-03-02,1.8,5.1,,10.7,67.6,,4.9,,30.0
169,»ÊªÍµµ,2017-03-03,2.3,12.9,,2.3,62.5,,4.1,,22.0
169,»ÊªÍµµ,2017-03-04,3.4,13.2,,1.8,81.9,,2.4,,18.0
169,»ÊªÍµµ,2017-03-05,4.5,12.1,,3.4,84.4,,7.1,,29.0
169,»ÊªÍµµ,2017-03-06,2.0,6.2,,10.3,60.1,,2.6,,28.0
169,»ÊªÍµµ,2017-03-07,0.8,5.5,0.2,7.2,65.1,,8.3,,21.0
169,»ÊªÍµµ,2017-03-08,1.3,7.4,0.0,5.9,57.3,,4.9,,28.0
169,»ÊªÍµµ,2017-03-09,3.2,11.1,,4.3,63.9,,0.0,,44.0
169,»ÊªÍµµ,2017-03-10,3.7,10.8,,2.1,65.5,,0.3,,44.0
169,»ÊªÍµµ,2017-03-11,4.2,13.4,,1.8,51.0,,2.8,,31.0
169,»ÊªÍµµ,2017-03-12,5.6,14.5,,2.1,58.9,,4.0,,44.0
169,»ÊªÍµµ,2017-03-13,4.2,8.6,,8.6,82.9,,8.4,,42.0
169,»ÊªÍµµ,2017-03-14,4.3,8.7,,11.4,71.6,,0.0,,40.0
169,»ÊªÍµµ,2017-03-15,3.3,10.1,,7.4,62.1,,2.0,,29.0
169,»ÊªÍµµ,2017-03-16,1.9,9.2,,3.3,78.9,,1.6,,34.0
169,»ÊªÍµµ,2017-03-17,3.2,11.6,,3.1,84.5,,0.9,,36.0
169,»ÊªÍµµ,2017-03-18,4.2,12.2,,2.8,82.1,,3.6,,31.0
169,»ÊªÍµµ,2017-03-19,4.8,12.5,,2.9,65.1,,4.5,,35.0
169,»ÊªÍµµ,2017-03-20,5.6,10.4,8.4,5.2,80.0,,9.0,,43.0
169,»ÊªÍµµ,2017-03-21,4.9,8.0,0.1,9.4,80.9,,1.1,,40.0
169,»ÊªÍµµ,2017-03-22,4.3,10.6,,3.9,86.0,,7.3,,35.0
169,»ÊªÍµµ,2017-03-23,5.1,10.8,,4.1,84.3,,5.5,,35.0
169,»ÊªÍµµ,2017-03-24,4.6,9.6,,3.5,87.5,,9.1,,30.0
169,»ÊªÍµµ,2017-03-25,4.6,11.8,0.0,2.9,84.5,,4.8,,34.0
169,»ÊªÍµµ,2017-03-26,4.6,10.8,,1.7,86.4,,8.9,,24.0
169,»ÊªÍµµ,2017-03-27,3.5,11.7,3.7,2.4,90.4,,3.8,,39.0
169,»ÊªÍµµ,2017-03-28,5.4,12.8,4.3,3.1,84.4,,5.9,,35.0
169,»ÊªÍµµ,2017-03-29,4.8,9.6,1.1,4.9,97.9,,8.5,,22.0
169,»ÊªÍµµ,2017-03-30,4.3,12.2,,5.0,91.0,,4.4,,21.0
169,»ÊªÍµµ,2017-03-31,5.8,12.0,2.0,3.2,97.6,,8.5,,36.0
169,»ÊªÍµµ,2017-04-01,5.6,11.7,,3.7,90.0,,2.6,,46.0
169,»ÊªÍµµ,2017-04-02,5.9,14.5,,2.1,59.9,,2.1,,43.0
169,»ÊªÍµµ,2017-04-03,6.0,17.6,,2.1,71.0,,0.0,,43.0
169,»ÊªÍµµ,2017-04-04,7.6,15.4,,4.5,92.1,,4.9,,32.0
169,»ÊªÍµµ,2017-04-05,9.9,13.2,8.3,9.0,96.3,,10.0,,21.0
169,»ÊªÍµµ,2017-04-06,6.2,12.4,1.6,3.4,99.0,,10.0,17.08,11.0
169,»ÊªÍµµ,2017-04-07,6.0,10.9,,3.7,99.0,,8.6,12.58,22.0
169,»ÊªÍµµ,2017-04-08,5.7,10.9,,5.1,99.0,,10.0,20.33,11.0
169,»ÊªÍµµ,2017-04-09,7.0,13.7,,4.7,90.1,,6.4,4.75,33.0
169,»ÊªÍµµ,2017-04-10,8.2,15.4,0.5,4.7,79.0,,8.3,,29.0
169,»ÊªÍµµ,2017-04-11,7.7,13.5,6.6,6.2,94.9,,6.9,,45.0
169,»ÊªÍµµ,2017-04-12,7.7,13.3,,5.3,51.3,,2.1,,52.0
169,»ÊªÍµµ,2017-04-13,8.1,17.3,,5.1,49.6,,1.5,,54.0
169,»ÊªÍµµ,2017-04-14,8.6,17.4,0.5,8.8,82.6,,4.1,,37.0
169,»ÊªÍµµ,2017-04-15,9.4,18.3,0.1,4.6,97.9,,8.5,4.25,
169,»ÊªÍµµ,2017-04-16,10.7,17.1,,4.8,99.0,,9.1,14.33,
169,»ÊªÍµµ,2017-04-17,9.6,15.9,5.8,4.7,99.0,,6.9,14.08,
169,»ÊªÍµµ,2017-04-18,7.2,18.4,0.1,6.7,97.1,,3.6,3.08,42.0
169,»ÊªÍµµ,2017-04-19,8.8,17.5,,2.9,62.0,,2.4,,59.0
169,»ÊªÍµµ,2017-04-20,8.5,14.5,1.7,3.2,74.9,,9.9,,49.0
169,»ÊªÍµµ,2017-04-21,8.6,15.4,,4.8,89.5,,6.5,,26.0
169,»ÊªÍµµ,2017-04-22,7.3,14.9,,4.2,94.5,,1.8,,51.0
169,»ÊªÍµµ,2017-04-23,8.4,18.6,,2.7,76.3,,0.0,,30.0
169,»ÊªÍµµ,2017-04-24,9.2,19.8,,4.4,87.3,,1.6,,33.0
169,»ÊªÍµµ,2017-04-25,10.9,16.8,,4.0,99.0,,7.8,1.33,24.0
169,»ÊªÍµµ,2017-04-26,9.4,15.2,2.4,6.6,87.0,,6.1,,26.0
169,»ÊªÍµµ,2017-04-27,9.5,16.4,,5.1,74.3,,2.4,,31.0
169,»ÊªÍµµ,2017-04-28,11.8,21.3,,4.3,63.4,,0.0,,51.0
169,»ÊªÍµµ,2017-04-29,10.5,21.9,,5.1,77.6,,0.0,,64.0
169,»ÊªÍµµ,2017-04-30,12.7,23.5,,6.2,60.9,,0.0,,78.0
